,director_name,num_critic_for_reviews,duration,director_facebook_likes,movie_title,imdb_score
1668,Steven Soderbergh,450.0,106.0,0.0,Side Effects ,7.1
1669,Martha Coolidge,85.0,111.0,57.0,The Prince and Me ,5.9
1670,Stephen J. Anderson,162.0,63.0,15.0,Winnie the Pooh ,7.3
1671,Troy Miller,85.0,85.0,14.0,Dumb and Dumberer: When Harry Met Lloyd ,3.4
1672,Warren Beatty,110.0,108.0,631.0,Bulworth ,6.8
1673,Tate Taylor,165.0,139.0,150.0,Get on Up ,6.9
1674,Carl Franklin,64.0,127.0,73.0,One True Thing ,7.0
1675,Brett Leonard,44.0,106.0,32.0,Virtuosity ,5.5
1676,Ivan Reitman,147.0,95.0,425.0,My Super Ex-Girlfriend ,5.1
1677,Scott Derrickson,242.0,118.0,301.0,Deliver Us from Evil ,6.2
1678,Alister Grierson,244.0,108.0,24.0,Sanctum ,5.9
1679,Nick Hurran,73.0,105.0,34.0,Little Black Book ,5.2
1680,Nicholas Stoller,232.0,131.0,89.0,The Five-Year Engagement ,6.2
1681,Charles Stone III,63.0,104.0,30.0,Mr 3000 ,5.5
1682,Paul Haggis,239.0,133.0,549.0,The Next Three Days ,7.4
1683,Kurt Wimmer,158.0,94.0,110.0,Ultraviolet ,4.4
1684,Jean-François Richet,152.0,109.0,25.0,Assault on Precinct 13 ,6.3
1685,Antoine Fuqua,105.0,96.0,845.0,The Replacement Killers ,6.1
1686,Kevin Hooks,36.0,105.0,114.0,Fled ,5.3
1687,Ellory Elkayem,181.0,99.0,11.0,Eight Legged Freaks ,5.4
1688,Edward Zwick,219.0,112.0,380.0,Love & Other Drugs ,6.7
1689,Jon Avnet,158.0,108.0,50.0,88 Minutes ,5.9
1690,Niki Caro,155.0,126.0,51.0,North Country ,7.3
1691,Howard Deutch,74.0,98.0,41.0,The Whole Ten Yards ,5.5
1692,Vincenzo Natali,368.0,104.0,165.0,Splice ,5.8
1693,Willard Huyck,81.0,110.0,8.0,Howard the Duck ,4.6
1694,Gavin O'Connor,154.0,130.0,149.0,Pride and Glory ,6.7
1695,Bruce Hunt,140.0,93.0,2.0,The Cave ,5.1
1696,Rob Reiner,73.0,96.0,0.0,Alex & Emma ,5.6
1697,Paul McGuigan,98.0,114.0,118.0,Wicker Park ,7.0
1698,Craig Gillespie,358.0,106.0,44.0,Fright Night ,6.4
1699,Terrence Malick,222.0,150.0,0.0,The New World ,6.7
1700,Chris Roberts,85.0,100.0,38.0,Wing Commander ,4.1
1701,Neil Jordan,62.0,100.0,277.0,In Dreams ,5.5
1702,James Wong,130.0,100.0,70.0,Dragonball: Evolution ,2.7
1703,Jee-woon Kim,376.0,107.0,419.0,The Last Stand ,6.4
1704,Nick Hamm,130.0,102.0,6.0,Godsend ,4.8
1705,Andy Cadiff,65.0,101.0,3.0,Chasing Liberty ,6.1
1706,Mike Disa,77.0,86.0,6.0,Hoodwinked Too! Hood vs. Evil ,4.8
1707,Lasse Hallström,107.0,108.0,529.0,An Unfinished Life ,7.0
1708,Terry Gilliam,292.0,123.0,0.0,The Imaginarium of Doctor Parnassus ,6.8
1709,Richard J. Lewis,193.0,134.0,12.0,Barney's Version ,7.3
1710,,16.0,511.0,,Trapped             ,8.2
1711,Brad Furman,184.0,88.0,65.0,Runner Runner ,5.6
1712,Peter Howitt,123.0,109.0,29.0,Antitrust ,6.1
1713,Edward Zwick,60.0,122.0,380.0,Glory ,7.9
1714,Sergio Leone,111.0,251.0,0.0,Once Upon a Time in America ,8.4
1715,Niels Arden Oplev,217.0,118.0,76.0,Dead Man Down ,6.5
1716,Michael Radford,117.0,131.0,53.0,The Merchant of Venice ,7.1
1717,Neil Jordan,105.0,109.0,277.0,The Good Thief ,6.6
1718,Steve Boyum,41.0,80.0,9.0,Supercross ,4.0
1719,Chris Noonan,124.0,88.0,108.0,Miss Potter ,7.0
1720,Kaige Chen,90.0,103.0,45.0,The Promise ,5.6
1721,Corey Yuen,110.0,87.0,23.0,DOA: Dead or Alive ,4.8
1722,Andrew Dominik,273.0,160.0,181.0,The Assassination of Jesse James by the Coward Robert Ford ,7.5
1723,Li Zhang,63.0,121.0,0.0,1911 ,6.0
1724,Laurent Tirard,56.0,91.0,2.0,Little Nicholas ,7.2
1725,Simon West,130.0,92.0,165.0,Wild Card ,5.6
1726,Marc Forster,134.0,129.0,395.0,Machine Gun Preacher ,6.8
1727,Reinhard Klooss,36.0,93.0,7.0,Animals United ,4.9
1728,Bille August,46.0,118.0,55.0,The Color of Freedom ,7.1
1729,Frédéric Auburtin,7.0,110.0,18.0,United Passions ,2.0
1730,Olivier Dahan,132.0,103.0,61.0,Grace of Monaco ,5.7
1731,Maksim Fadeev,5.0,85.0,0.0,A Warrior's Tail ,4.1
1732,Liliana Cavani,56.0,110.0,59.0,Ripley's Game ,6.7
1733,Greg Tiernan,65.0,89.0,5.0,Sausage Party ,7.5
1734,Elizabeth Banks,221.0,115.0,0.0,Pitch Perfect 2 ,6.5
1735,James Mangold,291.0,153.0,446.0,Walk the Line ,7.9
1736,,13.0,42.0,,12 Monkeys             ,7.6
1737,Edward Norton,148.0,128.0,0.0,Keeping the Faith ,6.4
1738,Peter Hewitt,42.0,89.0,12.0,The Borrowers ,5.8
1739,Ron Howard,302.0,122.0,2000.0,Frost/Nixon ,7.7
1740,George Clooney,181.0,113.0,0.0,Confessions of a Dangerous Mind ,7.1
1741,Reginald Hudlin,64.0,99.0,71.0,Serving Sara ,5.3
1742,Ben Falcone,154.0,99.0,265.0,The Boss ,5.3
1743,Richard Attenborough,17.0,147.0,0.0,Cry Freedom ,7.5
1744,Lawrence Kasdan,65.0,112.0,759.0,Mumford ,6.9
1745,Don Mancini,148.0,88.0,64.0,Seed of Chucky ,4.9
1746,John Maybury,161.0,94.0,11.0,The Jacket ,7.1
1747,Ron Clements,124.0,90.0,63.0,Aladdin ,8.0
1748,F. Gary Gray,349.0,167.0,473.0,Straight Outta Compton ,7.9
1749,Steven Spielberg,148.0,118.0,14000.0,Indiana Jones and the Temple of Doom ,7.6
1750,Igor Kovalyov,45.0,83.0,5.0,The Rugrats Movie ,5.9
1751,Lee Tamahori,133.0,104.0,93.0,Along Came a Spider ,6.3
1752,Stephen Frears,87.0,110.0,350.0,Florence Foster Jenkins ,7.1
1753,Robert Rodriguez,178.0,102.0,0.0,Once Upon a Time in Mexico ,6.4
1754,John McTiernan,233.0,131.0,323.0,Die Hard ,8.2
1755,David Wain,173.0,101.0,136.0,Role Models ,6.9
1756,Adam McKay,426.0,130.0,285.0,The Big Short ,7.8
1757,Ang Lee,210.0,120.0,0.0,Taking Woodstock ,6.7
1758,Gavin O'Connor,129.0,135.0,149.0,Miracle ,7.5
1759,Zack Snyder,287.0,110.0,0.0,Dawn of the Dead ,7.4
1760,Adam Shankman,108.0,103.0,163.0,The Wedding Planner ,5.2
1761,Shinji Aramaki,62.0,115.0,21.0,Harlock: Space Pirate ,6.5
1762,Wes Anderson,220.0,110.0,0.0,The Royal Tenenbaums ,7.6
1763,James Mangold,136.0,91.0,446.0,Identity ,7.3
1764,Jon Turteltaub,222.0,105.0,226.0,Last Vegas ,6.6
1765,John Glen,112.0,127.0,46.0,For Your Eyes Only ,6.8
1766,Peter Chelsom,122.0,82.0,23.0,Serendipity ,6.9
1767,Peter Hyams,62.0,99.0,0.0,Timecop ,5.8
1768,Ben Stiller,135.0,90.0,0.0,Zoolander ,6.6
1769,Lasse Hallström,184.0,115.0,529.0,Safe Haven ,6.7
1770,Kenny Ortega,36.0,96.0,197.0,Hocus Pocus ,6.7
1771,Scott Hicks,171.0,104.0,96.0,No Reservations ,6.3
1772,Matthew Vaughn,447.0,117.0,905.0,Kick-Ass ,7.7
1773,Ruben Fleischer,220.0,83.0,181.0,30 Minutes or Less ,6.1
1774,Patrick Lussier,122.0,99.0,71.0,Dracula 2000 ,4.9
1775,Miguel Arteta,119.0,81.0,44.0,"Alexander and the Terrible, Horrible, No Good, Very Bad Day ",6.2
1776,Joe Wright,177.0,135.0,456.0,Pride & Prejudice ,7.8
1777,Ridley Scott,302.0,117.0,0.0,Blade Runner ,8.2
1778,Michael Caton-Jones,44.0,139.0,105.0,Rob Roy ,6.9
1779,McG,211.0,123.0,368.0,3 Days to Kill ,6.2
1780,James Gray,222.0,117.0,115.0,We Own the Night ,6.9
1781,Janusz Kaminski,100.0,97.0,710.0,Lost Souls ,4.8
1782,Jacques Perrin,100.0,81.0,63.0,Winged Migration ,8.0
1783,Donald Petrie,98.0,103.0,80.0,Just My Luck ,5.3
1784,Jay Roach,74.0,119.0,116.0,"Mystery, Alaska ",6.7
1785,Brian Levant,97.0,94.0,32.0,The Spy Next Door ,5.4
1786,Michael Ritchie,21.0,89.0,23.0,A Simple Wish ,5.4
1787,John Carpenter,156.0,98.0,0.0,Ghosts of Mars ,4.9
1788,David Gordon Green,125.0,107.0,234.0,Our Brand Is Crisis ,6.1
1789,Burr Steers,225.0,108.0,23.0,Pride and Prejudice and Zombies ,5.8
1790,Martin Scorsese,85.0,134.0,17000.0,Kundun ,7.0
1791,Robert B. Weide,135.0,110.0,53.0,How to Lose Friends & Alienate People ,6.5
1792,Jeff Wadlow,350.0,103.0,65.0,Kick-Ass 2 ,6.6
1793,Agustín Díaz Yanes,31.0,145.0,13.0,Captain Alatriste: The Spanish Musketeer ,6.1
1794,Camille Delamarre,177.0,100.0,11.0,Brick Mansions ,5.7
1795,John Glen,106.0,131.0,46.0,Octopussy ,6.6
1796,Judd Apatow,251.0,133.0,0.0,Knocked Up ,7.0
1797,Nick Cassavetes,148.0,109.0,415.0,My Sister's Keeper ,7.4
1798,Malcolm D. Lee,76.0,114.0,92.0,"Welcome Home, Roscoe Jenkins ",5.3
1799,David Lean,52.0,164.0,767.0,A Passage to India ,7.4
1800,Richard Eyre,220.0,92.0,14.0,Notes on a Scandal ,7.4
1801,Gavin Hood,131.0,122.0,151.0,Rendition ,6.8
1802,,7.0,42.0,,Limitless             ,7.9
1803,Nicholas Meyer,112.0,110.0,120.0,Star Trek VI: The Undiscovered Country ,7.2
1804,Callie Khouri,93.0,116.0,144.0,Divine Secrets of the Ya-Ya Sisterhood ,6.0
1805,Jon Favreau,370.0,106.0,4000.0,The Jungle Book ,7.8
1806,Gary Fleder,83.0,115.0,39.0,Kiss the Girls ,6.6
1807,John Landis,125.0,148.0,644.0,The Blues Brothers ,7.9
1808,Sanaa Hamri,73.0,119.0,43.0,The Sisterhood of the Traveling Pants 2 ,6.2
1809,Todd Graff,98.0,118.0,650.0,Joyful Noise ,5.7
1810,Chris Weitz,158.0,101.0,129.0,About a Boy ,7.1
1811,Steve Miner,152.0,82.0,49.0,Lake Placid ,5.6
1812,Paul McGuigan,202.0,110.0,118.0,Lucky Number Slevin ,7.8
1813,Philip Kaufman,80.0,193.0,133.0,The Right Stuff ,7.9
1814,Roland Emmerich,288.0,130.0,776.0,Anonymous ,6.9
1815,Wolfgang Petersen,99.0,94.0,249.0,The NeverEnding Story ,7.4
1816,Alex Proyas,222.0,111.0,295.0,Dark City ,7.7
1817,Saul Dibb,194.0,110.0,10.0,The Duchess ,6.9
1818,,15.0,30.0,,The Honeymooners             ,8.7
1819,Walter Murch,56.0,109.0,181.0,Return to Oz ,6.7
1820,Richard Linklater,63.0,123.0,0.0,The Newton Boys ,6.0
1821,Christian Alvart,167.0,109.0,22.0,Case 39 ,6.2
1822,E. Elias Merhige,101.0,99.0,54.0,Suspect Zero ,5.9
1823,Menno Meyjes,118.0,106.0,43.0,Martian Child ,6.8
1824,Robert Rodriguez,76.0,89.0,0.0,Spy Kids: All the Time in the World in 4D ,3.6
1825,Jodie Foster,268.0,98.0,0.0,Money Monster ,6.7
1826,Ronny Yu,95.0,93.0,31.0,Formula 51 ,6.3
1827,Joel Schumacher,78.0,112.0,541.0,Flawless ,6.4
1828,Renny Harlin,127.0,101.0,212.0,Mindhunters ,6.4
1829,Barry Levinson,137.0,104.0,272.0,What Just Happened ,5.7
1830,Norman Jewison,54.0,120.0,278.0,The Statement ,6.2
1831,Kenneth Branagh,38.0,135.0,0.0,The Magic Flute ,6.6
1832,Steve Carr,167.0,91.0,41.0,Paul Blart: Mall Cop ,5.2
1833,Mark Waters,129.0,97.0,70.0,Freaky Friday ,6.1
1834,Judd Apatow,217.0,133.0,0.0,The 40-Year-Old Virgin ,7.1
1835,John Madden,134.0,123.0,108.0,Shakespeare in Love ,7.2
1836,Scott Frank,253.0,114.0,71.0,A Walk Among the Tombstones ,6.5
1837,Ivan Reitman,46.0,111.0,425.0,Kindergarten Cop ,6.0
1838,David Gordon Green,232.0,117.0,234.0,Pineapple Express ,7.0
1839,Andy Tennant,92.0,121.0,72.0,Ever After: A Cinderella Story ,7.0
1840,Kevin Costner,153.0,139.0,0.0,Open Range ,7.5
1841,Joel Schumacher,49.0,115.0,541.0,Flatliners ,6.6
1842,,79.0,22.0,,It's Always Sunny in Philadelphia             ,8.8
1843,Richard Attenborough,56.0,175.0,0.0,A Bridge Too Far ,7.4
1844,Wes Craven,224.0,85.0,0.0,Red Eye ,6.5
1845,David R. Ellis,175.0,90.0,160.0,Final Destination 2 ,6.2
1846,Joel Coen,197.0,107.0,0.0,"O Brother, Where Art Thou? ",7.8
1847,Scott Stewart,226.0,100.0,124.0,Legion ,5.2
1848,Michael Bay,335.0,129.0,0.0,Pain & Gain ,6.5
1849,Paul Weitz,157.0,109.0,80.0,In Good Company ,6.5
1850,Jonathan Frakes,69.0,94.0,906.0,Clockstoppers ,5.2
1851,Lawrence Kasdan,46.0,133.0,759.0,Silverado ,7.2
1852,Jim Sheridan,217.0,105.0,260.0,Brothers ,7.1
1853,Kevin Allen,55.0,100.0,8.0,Agent Cody Banks 2: Destination London ,4.5
1854,Garry Marshall,200.0,113.0,0.0,New Year's Eve ,5.7
1855,Michael Cristofer,93.0,118.0,49.0,Original Sin ,6.0
1856,James McTeigue,265.0,110.0,160.0,The Raven ,6.4
1857,Donald Petrie,82.0,110.0,80.0,Welcome to Mooseport ,5.2
1858,Andrew Morahan,32.0,99.0,5.0,Highlander: The Final Dimension ,4.3
1859,Bob Rafelson,42.0,101.0,30.0,Blood and Wine ,6.1
1860,Michael Cohn,22.0,100.0,2.0,Snow White: A Tale of Terror ,6.3
1861,Woody Allen,116.0,103.0,11000.0,The Curse of the Jade Scorpion ,6.8
1862,David O. Russell,56.0,100.0,737.0,Accidental Love ,4.0
1863,Alan Shapiro,23.0,95.0,0.0,Flipper ,5.2
1864,Tarsem Singh,178.0,117.0,763.0,Self/less ,6.5
1865,Fernando Meirelles,226.0,129.0,353.0,The Constant Gardener ,7.5
1866,Mel Gibson,406.0,120.0,0.0,The Passion of the Christ ,7.1
1867,Chris Columbus,57.0,125.0,0.0,Mrs. Doubtfire ,6.9
1868,Barry Levinson,100.0,133.0,272.0,Rain Man ,8.0
1869,Clint Eastwood,366.0,116.0,16000.0,Gran Torino ,8.2
1870,Oliver Stone,242.0,129.0,0.0,W. ,6.4
1871,Pierre Morel,309.0,93.0,180.0,Taken ,7.9
1872,Michael Hoffman,85.0,118.0,97.0,The Best of Me ,6.7
1873,Mick Jackson,48.0,129.0,81.0,The Bodyguard ,6.1
1874,Steven Spielberg,174.0,185.0,14000.0,Schindler's List ,8.9
1875,Tate Taylor,373.0,146.0,150.0,The Help ,8.1
1876,Bill Condon,224.0,128.0,386.0,The Fifth Estate ,6.2
1877,Raja Gosnell,94.0,93.0,67.0,Scooby-Doo 2: Monsters Unleashed ,4.9
1878,Oleg Stepchenko,25.0,107.0,0.0,Viy ,5.4
1879,Ronny Yu,273.0,97.0,31.0,Freddy vs. Jason ,5.8
1880,Michael Winterbottom,78.0,101.0,187.0,The Face of an Angel ,4.7
1881,John A. Davis,66.0,82.0,8.0,Jimmy Neutron: Boy Genius ,6.0
1882,Matt Reeves,459.0,85.0,198.0,Cloverfield ,7.0
1883,Michael Pressman,68.0,88.0,34.0,Teenage Mutant Ninja Turtles II: The Secret of the Ooze ,6.0
1884,Brian De Palma,123.0,119.0,0.0,The Untouchables ,7.9
1885,Ethan Coen,488.0,122.0,1000.0,No Country for Old Men ,8.1
1886,Tim Story,146.0,99.0,167.0,Ride Along ,6.2
1887,Sharon Maguire,168.0,97.0,11.0,Bridget Jones's Diary ,6.7
1888,Lasse Hallström,152.0,121.0,529.0,Chocolat ,7.3
1889,Charles Herman-Wurmfeld,133.0,95.0,0.0,"Legally Blonde 2: Red, White & Blonde ",4.6
1890,Andy Fickman,139.0,105.0,99.0,Parental Guidance ,6.1
1891,Ivan Reitman,245.0,108.0,425.0,No Strings Attached ,6.2
1892,George P. Cosmatos,84.0,134.0,170.0,Tombstone ,7.8
1893,Andrzej Bartkowiak,70.0,115.0,43.0,Romeo Must Die ,6.1
1894,Richard Donner,154.0,107.0,503.0,The Omen ,7.6
1895,James Wong,216.0,86.0,70.0,Final Destination 3 ,5.8
1896,Scott Hicks,170.0,101.0,96.0,The Lucky One ,6.5
1897,Gabor Csupo,181.0,96.0,47.0,Bridge to Terabithia ,7.2
1898,Marc Forster,226.0,101.0,395.0,Finding Neverland ,7.8
1899,Tyler Perry,24.0,100.0,0.0,A Madea Christmas ,4.7
1900,Joe Carnahan,408.0,117.0,248.0,The Grey ,6.8
1901,John Polson,180.0,101.0,21.0,Hide and Seek ,5.9
1902,Adam McKay,181.0,98.0,285.0,Anchorman: The Legend of Ron Burgundy ,7.2
1903,Martin Scorsese,192.0,146.0,17000.0,Goodfellas ,8.7
1904,Harald Zwart,79.0,102.0,91.0,Agent Cody Banks ,5.0
1905,Kirk Jones,128.0,97.0,52.0,Nanny McPhee ,6.6
1906,Brian De Palma,147.0,142.0,0.0,Scarface ,8.3
1907,Steve Oedekerk,49.0,98.0,176.0,Nothing to Lose ,6.7
1908,Bernardo Bertolucci,75.0,219.0,973.0,The Last Emperor ,7.8
1909,Baltasar Kormákur,270.0,109.0,175.0,Contraband ,6.5
1910,Brett Ratner,29.0,97.0,420.0,Money Talks ,6.1
1911,Paul Thomas Anderson,398.0,158.0,0.0,There Will Be Blood ,8.1
1912,Cathy Malkasian,38.0,85.0,0.0,The Wild Thornberrys Movie ,5.2
1913,John Eng,45.0,80.0,0.0,Rugrats Go Wild ,5.6
1914,Malcolm D. Lee,81.0,86.0,92.0,Undercover Brother ,5.8
1915,Ken Kwapis,88.0,119.0,42.0,The Sisterhood of the Traveling Pants ,6.6
1916,Chris Nahon,116.0,98.0,20.0,Kiss of the Dragon ,6.6
1917,Fred Wolf,129.0,97.0,29.0,The House Bunny ,5.5
1918,Bille Woodruff,72.0,105.0,23.0,Beauty Shop ,5.5
1919,Craig Gillespie,151.0,124.0,44.0,Million Dollar Arm ,7.0
1920,Phillip Noyce,198.0,97.0,176.0,The Giver ,6.5
1921,Dennie Gordon,66.0,105.0,29.0,What a Girl Wants ,5.8
1922,Victor Salva,167.0,104.0,108.0,Jeepers Creepers II ,5.6
1923,Mark Helfrich,127.0,101.0,7.0,Good Luck Chuck ,5.6
1924,Andrzej Bartkowiak,109.0,101.0,43.0,Cradle 2 the Grave ,5.8
1925,Stephen Daldry,174.0,114.0,335.0,The Hours ,7.6
1926,Andy Fickman,91.0,105.0,99.0,She's the Man ,6.4
1927,Steve Bendelack,151.0,90.0,68.0,Mr. Bean's Holiday ,6.3
1928,Dwight H. Little,94.0,97.0,27.0,Anacondas: The Hunt for the Blood Orchid ,4.6
1929,Guillaume Canet,91.0,144.0,0.0,Blood Ties ,6.5
1930,Kirsten Sheridan,148.0,114.0,59.0,August Rush ,7.5
1931,Shekhar Kapur,141.0,124.0,159.0,Elizabeth ,7.5
1932,Ronny Yu,114.0,89.0,31.0,Bride of Chucky ,5.3
1933,Richard Fleischer,79.0,160.0,130.0,Tora! Tora! Tora! ,7.5
1934,Bob Spiers,33.0,93.0,14.0,Spice World ,3.3
1935,David Gordon Green,146.0,87.0,234.0,The Sitter ,5.7
1936,Damien Dante Wayans,83.0,88.0,82.0,Dance Flick ,3.5
1937,Frank Darabont,199.0,142.0,0.0,The Shawshank Redemption ,9.3
1938,Simon Wincer,71.0,92.0,23.0,Crocodile Dundee in Los Angeles ,4.8
1939,Bobby Farrelly,62.0,117.0,101.0,Kingpin ,6.9
1940,Rupert Wyatt,175.0,111.0,81.0,The Gambler ,6.0
1941,John Wells,322.0,121.0,53.0,August: Osage County ,7.3
1942,Tim Fywell,67.0,98.0,3.0,Ice Princess ,6.0
1943,Nigel Cole,112.0,107.0,13.0,A Lot Like Love ,6.6
1944,Dexter Fletcher,216.0,106.0,452.0,Eddie the Eagle ,7.5
1945,Spike Lee,48.0,136.0,0.0,He Got Game ,6.9
1946,Jeremy Leven,44.0,97.0,19.0,Don Juan DeMarco ,6.8
1947,,12.0,7.0,,Shaun the Sheep             ,8.3
1948,Lasse Hallström,162.0,108.0,529.0,Dear John ,6.3
1949,Sylvain White,213.0,97.0,41.0,The Losers ,6.4
1950,Troy Nixey,298.0,99.0,24.0,Don't Be Afraid of the Dark ,5.6
1951,Philip G. Atwell,119.0,103.0,5.0,War ,6.3
1952,Paul Thomas Anderson,251.0,95.0,0.0,Punch-Drunk Love ,7.3
1953,Jeff Schaffer,92.0,93.0,17.0,EuroTrip ,6.6
1954,Don Michael Paul,58.0,98.0,70.0,Half Past Dead ,4.6
1955,Paul Feig,73.0,90.0,176.0,Unaccompanied Minors ,5.1
1956,James Bridges,28.0,107.0,21.0,"Bright Lights, Big City ",5.6
1957,Steve Barron,19.0,90.0,48.0,The Adventures of Pinocchio ,5.3
1958,Bill Paxton,86.0,120.0,0.0,The Greatest Game Ever Played ,7.5
1959,Richard Kelly,287.0,115.0,219.0,The Box ,5.6
1960,Carter Smith,233.0,93.0,27.0,The Ruins ,5.9
1961,John Schlesinger,86.0,99.0,154.0,The Next Best Thing ,4.7
1962,Wes Craven,160.0,107.0,0.0,My Soul to Take ,4.8
1963,Luke Greenfield,126.0,110.0,42.0,The Girl Next Door ,6.8
1964,Ringo Lam,50.0,101.0,17.0,Maximum Risk ,5.4
1965,Bruce McCulloch,52.0,85.0,54.0,Stealing Harvard ,5.1
1966,Brian Helgeland,260.0,132.0,241.0,Legend ,7.0
1967,Akiva Schaffer,111.0,88.0,82.0,Hot Rod ,6.7
1968,David R. Ellis,231.0,90.0,160.0,Shark Night 3D ,4.0
1969,Alan Parker,99.0,145.0,317.0,Angela's Ashes ,7.3
1970,Ivan Reitman,159.0,110.0,425.0,Draft Day ,6.8
1971,Tobe Hooper,159.0,101.0,365.0,Lifeforce ,6.1
1972,,7.0,30.0,,The Powerpuff Girls             ,7.2
1973,Robert Redford,199.0,122.0,0.0,The Conspirator ,7.0
1974,Catherine Hardwicke,119.0,107.0,308.0,Lords of Dogtown ,7.1
1975,Patricia Riggen,120.0,127.0,36.0,The 33 ,6.9
1976,John Carpenter,180.0,99.0,0.0,Big Trouble in Little China ,7.3
1977,Pascal Chaumeil,58.0,104.0,8.0,A Perfect Plan ,6.3
1978,Gavin O'Connor,317.0,140.0,149.0,Warrior ,8.2
1979,Neil Jordan,44.0,133.0,277.0,Michael Collins ,7.1
1980,Ron Maxwell,22.0,271.0,33.0,Gettysburg ,7.7
1981,Kimberly Peirce,143.0,112.0,108.0,Stop-Loss ,6.5
1982,Stephen Gaghan,72.0,99.0,79.0,Abandon ,4.9
1983,Jonathan Kaplan,70.0,100.0,57.0,Brokedown Palace ,6.4
1984,Ole Bornedal,264.0,92.0,30.0,The Possession ,5.9
1985,Richard Benjamin,20.0,105.0,121.0,Mrs. Winterbourne ,6.2
1986,Rod Lurie,190.0,110.0,37.0,Straw Dogs ,5.8
1987,Lasse Hallström,142.0,116.0,529.0,The Hoax ,6.7
1988,Craig R. Baxley,27.0,88.0,22.0,Stone Cold ,5.9
1989,John Hillcoat,355.0,111.0,214.0,The Road ,7.3
1990,John Guillermin,21.0,117.0,71.0,Sheena ,4.8
1991,Marcos Siega,31.0,95.0,32.0,Underclassman ,4.1
1992,J.B. Rogers,87.0,95.0,6.0,Say It Isn't So ,4.9
1993,Roger Donaldson,126.0,127.0,79.0,The World's Fastest Indian ,7.9
1994,David R. Ellis,285.0,105.0,160.0,Snakes on a Plane ,5.6
1995,Rachel Talalay,60.0,104.0,54.0,Tank Girl ,5.2
1996,Jeffrey W. Byrd,23.0,95.0,2.0,King's Ransom ,4.1
1997,Fernando Meirelles,229.0,121.0,353.0,Blindness ,6.6
1998,Uwe Boll,143.0,92.0,892.0,BloodRayne ,2.9
1999,Roman Polanski,376.0,80.0,2000.0,Carnage ,7.2
2000,Atom Egoyan,97.0,107.0,460.0,Where the Truth Lies ,6.5
2001,Andrew Adamson,73.0,91.0,80.0,Cirque du Soleil: Worlds Away ,6.8
2002,Robert Towne,28.0,117.0,162.0,Without Limits ,7.2
2003,Richard Linklater,160.0,107.0,0.0,Me and Orson Welles ,6.8
2004,Giuseppe Tornatore,124.0,131.0,911.0,The Best Offer ,7.8
2005,Werner Herzog,280.0,122.0,0.0,Bad Lieutenant: Port of Call New Orleans ,6.7
2006,Ben Stassen,56.0,88.0,4.0,A Turtle's Tale: Sammy's Adventures ,6.1
2007,Guillaume Canet,118.0,134.0,0.0,Little White Lies ,7.1
2008,Taylor Hackford,49.0,117.0,138.0,Love Ranch ,5.7
2009,Jérôme Deschamps,4.0,80.0,0.0,The True Story of Puss'N Boots ,2.9
2010,Inna Evlannikova,16.0,85.0,0.0,Space Dogs ,5.2
2011,Ridley Scott,336.0,138.0,0.0,The Counselor ,5.3
2012,Jonathan English,91.0,121.0,9.0,Ironclad ,6.2
2013,Sergey Bondarchuk,16.0,134.0,27.0,Waterloo ,7.3
2014,Teddy Chan,65.0,100.0,3.0,Kung Fu Killer ,6.5
2015,Mario Van Peebles,7.0,100.0,535.0,Red Sky ,4.1
2016,Stephen Frears,51.0,119.0,350.0,Dangerous Liaisons ,7.7
2017,Walter Salles,252.0,137.0,179.0,On the Road ,6.1
2018,Leonard Nimoy,106.0,119.0,12000.0,Star Trek IV: The Voyage Home ,7.3
2019,Sylvester Stallone,285.0,139.0,13000.0,Rocky Balboa ,7.2
2020,Ericson Core,163.0,114.0,19.0,Point Break ,5.3
2021,Wes Craven,195.0,120.0,0.0,Scream 2 ,6.1
2022,Gavin O'Connor,123.0,98.0,149.0,Jane Got a Gun ,5.8
2023,Tim Story,52.0,106.0,167.0,Think Like a Man Too ,5.7
2024,Jonathan Lynn,129.0,98.0,36.0,The Whole Nine Yards ,6.7
2025,Herbert Ross,60.0,107.0,71.0,Footloose ,6.5
2026,Todd Phillips,123.0,88.0,480.0,Old School ,7.2
2027,Terry Gilliam,84.0,137.0,0.0,The Fisher King ,7.6
2028,Danny Cannon,125.0,100.0,41.0,I Still Know What You Did Last Summer ,4.6
2029,Bonnie Hunt,106.0,115.0,597.0,Return to Me ,6.9
2030,Kevin Smith,247.0,101.0,0.0,Zack and Miri Make a Porno ,6.6
2031,Neil LaBute,156.0,110.0,119.0,Nurse Betty ,6.3
2032,Grant Heslov,271.0,94.0,293.0,The Men Who Stare at Goats ,6.2
2033,George Gallo,45.0,88.0,269.0,Double Take ,5.3
2034,James Mangold,133.0,127.0,446.0,"Girl, Interrupted ",7.3
2035,Robert Luketic,84.0,95.0,126.0,Win a Date with Tad Hamilton! ,5.6
2036,Tim Hill,70.0,87.0,25.0,Muppets from Space ,6.2
2037,Sidney Lumet,32.0,118.0,0.0,The Wiz ,5.2
2038,Brian Robbins,51.0,107.0,48.0,Ready to Rumble ,5.3
2039,Ron Shelton,73.0,124.0,41.0,Play It to the Bone ,5.4
2040,Douglas McGrath,169.0,89.0,41.0,I Don't Know How She Does It ,4.9
2041,Alexandre Aja,365.0,88.0,192.0,Piranha 3D ,5.5
2042,Kevin Spacey,113.0,118.0,18000.0,Beyond the Sea ,6.7
